order_date,product_id,product_name,category,quantity_sold,revenue
2024-05-29,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,399.0
2024-05-29,13184,CONSCIOUS EVOLUTION :  VIP,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,699.0
2024-05-29,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,2,110.0
2024-05-29,33867,VIP,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,1,99.0
2024-05-30,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,5,495.0
2024-05-30,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,3,1497.0
2024-05-30,8136,TCCHE TORONTO - Monday Workshop,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,202.65
2024-05-30,33685,THE HONEYMOON EFFECT - LIVESTREAM,LIVESTREAM|UK - THE HONEYMOON EFFECT - 2024,2,0.0
2024-05-30,33867,VIP,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,2,198.0
2024-05-30,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,5,1494.99
2024-05-30,36007,Ticket A,EVENTS|test,1,0.0
2024-05-31,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,1,99.0
2024-05-31,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,499.0
2024-05-31,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,2,798.0
2024-05-31,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,2,110.0
2024-05-31,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,4,1196.0
2024-06-01,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,5,495.0
2024-06-01,8099,TCCHE TORONTO - Standard,CA - CONFERENCE - TORONTO - 2024|EVENTS,1,329.0
2024-06-01,8135,TCCHE TORONTO - VIP Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,1099.0
2024-06-01,8170,TCCHE TORONTO - Livestream,CA - CONFERENCE - TORONTO - 2024|LIVESTREAM,1,149.0
2024-06-01,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,4,1596.0
2024-06-01,13184,CONSCIOUS EVOLUTION :  VIP,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,699.0
2024-06-01,33867,VIP,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,2,198.0
2024-06-01,34035,SECRETS OF THE AFTERLIFE - LIVESTREAM,LIVESTREAM|UK - SECRETS OF THE AFTERLIFE - 2024,1,99.0
2024-06-02,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,3,297.0
2024-06-02,8099,TCCHE TORONTO - Standard,CA - CONFERENCE - TORONTO - 2024|EVENTS,1,329.0
2024-06-02,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,2,998.0
2024-06-02,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,3,897.0
2024-06-03,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,3,297.0
2024-06-03,8099,TCCHE TORONTO - Standard,CA - CONFERENCE - TORONTO - 2024|EVENTS,1,329.0
2024-06-03,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,499.0
2024-06-03,8135,TCCHE TORONTO - VIP Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,1099.0
2024-06-03,8136,TCCHE TORONTO - Monday Workshop,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,202.65
2024-06-03,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,5,1995.0
2024-06-03,33867,VIP,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,2,198.0
2024-06-03,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,299.0
2024-06-04,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,5,495.0
2024-06-04,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,499.0
2024-06-04,8170,TCCHE TORONTO - Livestream,CA - CONFERENCE - TORONTO - 2024|LIVESTREAM,3,447.0
2024-06-04,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,3,1197.0
2024-06-04,33685,THE HONEYMOON EFFECT - LIVESTREAM,LIVESTREAM|UK - THE HONEYMOON EFFECT - 2024,2,0.0
2024-06-05,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,6,594.0
2024-06-05,8099,TCCHE TORONTO - Standard,CA - CONFERENCE - TORONTO - 2024|EVENTS,3,987.0
2024-06-05,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,3,1497.0
2024-06-05,8135,TCCHE TORONTO - VIP Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,1099.0
2024-06-05,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,2,798.0
2024-06-05,13184,CONSCIOUS EVOLUTION :  VIP,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,699.0
2024-06-05,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,2,43.75
2024-06-06,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,1,99.0
2024-06-06,8099,TCCHE TORONTO - Standard,CA - CONFERENCE - TORONTO - 2024|EVENTS,3,987.0
2024-06-06,8135,TCCHE TORONTO - VIP Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,2,2198.0
2024-06-06,8170,TCCHE TORONTO - Livestream,CA - CONFERENCE - TORONTO - 2024|LIVESTREAM,2,298.0
2024-06-06,13185,CONSCIOUS EVOLUTION: LIVESTREAM,LIVESTREAM|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,3,447.01
2024-06-06,33685,THE HONEYMOON EFFECT - LIVESTREAM,LIVESTREAM|UK - THE HONEYMOON EFFECT - 2024,3,198.0
2024-06-06,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,2,598.0
2024-06-07,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,4,396.0
2024-06-07,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,3,1497.0
2024-06-07,8136,TCCHE TORONTO - Monday Workshop,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,2,405.3
2024-06-07,8170,TCCHE TORONTO - Livestream,CA - CONFERENCE - TORONTO - 2024|LIVESTREAM,2,298.0
2024-06-07,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,399.0
2024-06-07,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,3,165.0
2024-06-08,33685,THE HONEYMOON EFFECT - LIVESTREAM,LIVESTREAM|UK - THE HONEYMOON EFFECT - 2024,1,99.0
2024-06-08,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,3,897.0
2024-06-09,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,4,396.0
2024-06-09,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,499.0
2024-06-09,8135,TCCHE TORONTO - VIP Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,2,2198.0
2024-06-09,8170,TCCHE TORONTO - Livestream,CA - CONFERENCE - TORONTO - 2024|LIVESTREAM,1,149.0
2024-06-09,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,3,1197.0
2024-06-09,13184,CONSCIOUS EVOLUTION :  VIP,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,2,1398.0
2024-06-09,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,1,55.0
2024-06-09,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,2,598.0
2024-06-10,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,5,495.0
2024-06-10,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,499.0
2024-06-10,8136,TCCHE TORONTO - Monday Workshop,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,202.65
2024-06-10,13184,CONSCIOUS EVOLUTION :  VIP,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,2,1398.0
2024-06-10,33685,THE HONEYMOON EFFECT - LIVESTREAM,LIVESTREAM|UK - THE HONEYMOON EFFECT - 2024,1,99.0
2024-06-10,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,2,110.0
2024-06-11,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,6,594.0
2024-06-11,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,499.0
2024-06-11,8136,TCCHE TORONTO - Monday Workshop,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,2,405.3
2024-06-11,8170,TCCHE TORONTO - Livestream,CA - CONFERENCE - TORONTO - 2024|LIVESTREAM,1,149.0
2024-06-11,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,0.0
2024-06-11,13184,CONSCIOUS EVOLUTION :  VIP,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,2,1398.0
2024-06-11,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,1,55.0
2024-06-11,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,2,598.0
2024-06-12,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,2,198.0
2024-06-12,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,499.0
2024-06-12,10751,"Trauma, Illness and Healing in a Toxic Culture - Livestream replay",LIVESTREAM,1,55.0
2024-06-12,13184,CONSCIOUS EVOLUTION :  VIP,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,3,2097.0
2024-06-12,13185,CONSCIOUS EVOLUTION: LIVESTREAM,LIVESTREAM|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,149.0
2024-06-12,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,1,55.0
2024-06-12,33867,VIP,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,2,198.0
2024-06-12,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,3,897.0
2024-06-13,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,3,297.0
2024-06-13,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,499.0
2024-06-13,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,2,798.0
2024-06-13,13185,CONSCIOUS EVOLUTION: LIVESTREAM,LIVESTREAM|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,149.0
2024-06-13,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,3,165.0
2024-06-13,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,4,1196.0
2024-06-14,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,1,99.0
2024-06-14,8136,TCCHE TORONTO - Monday Workshop,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,2,405.31
2024-06-14,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,399.0
2024-06-14,13184,CONSCIOUS EVOLUTION :  VIP,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,3,2097.0
2024-06-14,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,3,165.0
2024-06-14,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,299.0
2024-06-15,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,5,495.0
2024-06-15,8099,TCCHE TORONTO - Standard,CA - CONFERENCE - TORONTO - 2024|EVENTS,1,291.15
2024-06-15,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,441.59
2024-06-15,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,2,110.0
2024-06-15,33867,VIP,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,1,99.0
2024-06-15,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,4,1099.16
2024-06-16,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,6,594.0
2024-06-16,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,399.0
2024-06-16,13185,CONSCIOUS EVOLUTION: LIVESTREAM,LIVESTREAM|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,149.0
2024-06-16,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,1,55.0
2024-06-17,8101,TCCHE TORONTO - VIP,CA - CONFERENCE - TORONTO - 2024|EVENTS,1,899.0
2024-06-17,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,399.0
2024-06-17,33685,THE HONEYMOON EFFECT - LIVESTREAM,LIVESTREAM|UK - THE HONEYMOON EFFECT - 2024,2,198.0
2024-06-17,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,4,220.0
2024-06-17,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,2,598.0
2024-06-18,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,1,99.0
2024-06-18,8099,TCCHE TORONTO - Standard,CA - CONFERENCE - TORONTO - 2024|EVENTS,1,291.15
2024-06-18,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,2,883.19
2024-06-18,8136,TCCHE TORONTO - Monday Workshop,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,202.65
2024-06-18,8170,TCCHE TORONTO - Livestream,CA - CONFERENCE - TORONTO - 2024|LIVESTREAM,2,298.0
2024-06-18,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,4,1596.0
2024-06-18,13184,CONSCIOUS EVOLUTION :  VIP,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,2,1398.0
2024-06-18,13185,CONSCIOUS EVOLUTION: LIVESTREAM,LIVESTREAM|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,149.0
2024-06-18,33685,THE HONEYMOON EFFECT - LIVESTREAM,LIVESTREAM|UK - THE HONEYMOON EFFECT - 2024,3,0.0
2024-06-18,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,6,330.0
2024-06-18,33867,VIP,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,5,495.0
2024-06-18,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,299.0
2024-06-19,8099,TCCHE TORONTO - Standard,CA - CONFERENCE - TORONTO - 2024|EVENTS,2,582.3
2024-06-19,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,2,883.19
2024-06-19,8136,TCCHE TORONTO - Monday Workshop,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,202.65
2024-06-19,8170,TCCHE TORONTO - Livestream,CA - CONFERENCE - TORONTO - 2024|LIVESTREAM,1,149.0
2024-06-19,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,3,165.0
2024-06-19,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,5,1494.99
2024-06-20,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,2,883.19
2024-06-20,13184,CONSCIOUS EVOLUTION :  VIP,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,2,1398.0
2024-06-20,13185,CONSCIOUS EVOLUTION: LIVESTREAM,LIVESTREAM|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,149.0
2024-06-20,33685,THE HONEYMOON EFFECT - LIVESTREAM,LIVESTREAM|UK - THE HONEYMOON EFFECT - 2024,5,0.0
2024-06-20,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,1,55.0
2024-06-20,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,299.0
2024-06-21,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,1,99.0
2024-06-21,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,399.0
2024-06-21,13184,CONSCIOUS EVOLUTION :  VIP,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,699.0
2024-06-21,33685,THE HONEYMOON EFFECT - LIVESTREAM,LIVESTREAM|UK - THE HONEYMOON EFFECT - 2024,6,594.0
2024-06-21,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,299.0
2024-06-21,36702,STANDARD - TCCHE SAN DIEGO - Early bird,EVENTS|US - CONFERENCE - SAN DIEGO - 2025,2,321.08
2024-06-22,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,1,99.0
2024-06-22,8170,TCCHE TORONTO - Livestream,CA - CONFERENCE - TORONTO - 2024|LIVESTREAM,1,149.0
2024-06-22,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,399.0
2024-06-22,33685,THE HONEYMOON EFFECT - LIVESTREAM,LIVESTREAM|UK - THE HONEYMOON EFFECT - 2024,1,99.0
2024-06-22,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,6,330.0
2024-06-22,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,4,1196.0
2024-06-22,36702,STANDARD - TCCHE SAN DIEGO - Early bird,EVENTS|US - CONFERENCE - SAN DIEGO - 2025,2,321.08
2024-06-22,36709,TCCHE SAN DIEGO - Livestream,LIVESTREAM|US - CONFERENCE - SAN DIEGO - 2025,1,149.0
2024-06-23,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,3,297.0
2024-06-23,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,441.59
2024-06-23,13185,CONSCIOUS EVOLUTION: LIVESTREAM,LIVESTREAM|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,149.0
2024-06-23,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,4,220.0
2024-06-23,33867,VIP,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,4,396.0
2024-06-23,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,2,598.0
2024-06-23,36702,STANDARD - TCCHE SAN DIEGO - Early bird,EVENTS|US - CONFERENCE - SAN DIEGO - 2025,5,802.6999999999999
2024-06-24,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,11,1089.0
2024-06-24,8099,TCCHE TORONTO - Standard,CA - CONFERENCE - TORONTO - 2024|EVENTS,2,582.3
2024-06-24,8170,TCCHE TORONTO - Livestream,CA - CONFERENCE - TORONTO - 2024|LIVESTREAM,1,149.0
2024-06-24,13185,CONSCIOUS EVOLUTION: LIVESTREAM,LIVESTREAM|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,149.0
2024-06-24,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,2,110.0
2024-06-24,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,8,2391.99
2024-06-24,36707,VIP - TCCHE SAN DIEGO - VIP Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2025,1,1099.0
2024-06-25,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,11,990.0
2024-06-25,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,441.59
2024-06-25,8136,TCCHE TORONTO - Monday Workshop,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,202.65
2024-06-25,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,2,798.0
2024-06-25,13185,CONSCIOUS EVOLUTION: LIVESTREAM,LIVESTREAM|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,3,447.0
2024-06-25,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,2,110.0
2024-06-25,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,3,897.0
2024-06-25,36702,STANDARD - TCCHE SAN DIEGO - Early bird,EVENTS|US - CONFERENCE - SAN DIEGO - 2025,6,963.2399999999999
2024-06-25,36703,STANDARD - TCCHE SAN DIEGO - Early bird Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2025,1,374.97
2024-06-25,36707,VIP - TCCHE SAN DIEGO - VIP Bundle,EVENTS|US - CONFERENCE - SAN DIEGO - 2025,1,1099.0
2024-06-26,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,1,0.0
2024-06-26,8099,TCCHE TORONTO - Standard,CA - CONFERENCE - TORONTO - 2024|EVENTS,1,329.0
2024-06-26,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,4,1996.0
2024-06-26,8135,TCCHE TORONTO - VIP Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,1099.0
2024-06-26,8136,TCCHE TORONTO - Monday Workshop,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,1,229.0
2024-06-26,13183,CONSCIOUS EVOLUTION :  STANDARD,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,1,399.0
2024-06-26,13185,CONSCIOUS EVOLUTION: LIVESTREAM,LIVESTREAM|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,2,298.0
2024-06-26,33866,STANDARD,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,2,110.0
2024-06-26,36702,STANDARD - TCCHE SAN DIEGO - Early bird,EVENTS|US - CONFERENCE - SAN DIEGO - 2025,5,802.6999999999999
2024-06-27,8136,TCCHE TORONTO - Monday Workshop,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,2,458.0
2024-06-27,33867,VIP,EVENTS|UK - VIEW FROM THE OTHER SIDE - 2024,2,198.0
2024-06-27,35577,CONSCIOUS EVOLUTION : ECONOMY,EVENTS|US - GREGG AND BRUCE - CONSCIOUS EVOLUTION - 2024,4,1196.0
2024-06-27,36702,STANDARD - TCCHE SAN DIEGO - Early bird,EVENTS|US - CONFERENCE - SAN DIEGO - 2025,1,160.54
2024-06-28,7393,SECRETS OF THE AFTERLIFE - STANDARD,EVENTS|UK - SECRETS OF THE AFTERLIFE - 2024,2,198.0
2024-06-28,8100,TCCHE TORONTO - Standard Bundle,CA - CONFERENCE - TORONTO - 2024|EVENTS|TORONTO-WORKSHOP,3,1497.0
